A boy that Emma slid crumpled .	crumple ( theme = boy ( nmod = slide ( agent = Emma , theme = boy ) ) )	subj_modif_main_unacc_theme_RC_theme_dobj_extracted	*
The pillow that was helped was lended to a boy by Thomas .	lend ( theme = * pillow ( nmod = help ( theme = * pillow ) ) , recipient = boy , agent = Thomas )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
The hero confessed that the girl that gave Emma a cookie slid Lucas .	confess ( agent = * hero , ccomp = slide ( agent = * girl ( nmod = give ( recipient = Emma , theme = cookie , agent = * girl ) ) , theme = Lucas ) )	subj_modif_main_agent_RC_agent_subj_extracted	embedded_cp_V
A donut that was eaten was packed by Joseph .	pack ( theme = donut ( nmod = eat ( theme = donut ) ) , agent = Joseph )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
The girl that Ava rolled was passed the crayon by Leo .	pass ( recipient = * girl ( nmod = roll ( agent = Ava , theme = * girl ) ) , theme = * crayon , agent = Leo )	subj_modif_main_pass_recipient_RC_theme_dobj_extracted	*
A block that was touched was missed .	miss ( theme = block ( nmod = touch ( theme = block ) ) )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
The guitar that was cleaned was painted .	paint ( theme = * guitar ( nmod = clean ( theme = * guitar ) ) )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
A cookie that a bird gave Isabella was offered to a boy by Liam .	offer ( theme = cookie ( nmod = give ( agent = bird , recipient = Isabella , theme = cookie ) ) , recipient = boy , agent = Liam )	subj_modif_main_pass_theme_RC_dat_theme_dobj_extracted	*
A chicken that a girl snapped rolled .	roll ( theme = chicken ( nmod = snap ( agent = girl , theme = chicken ) ) )	subj_modif_main_unacc_theme_RC_theme_dobj_extracted	*
The cake that a squirrel collapsed was eaten by a butterfly .	eat ( theme = * cake ( nmod = collapse ( agent = squirrel , theme = * cake ) ) , agent = butterfly )	subj_modif_main_pass_theme_RC_theme_dobj_extracted	*
The donut that Emma liked was eaten .	eat ( theme = * donut ( nmod = like ( agent = Emma , theme = * donut ) ) )	subj_modif_main_pass_theme_RC_theme_dobj_extracted	*
The boy that lended the girl the raisin painted .	paint ( agent = * boy ( nmod = lend ( recipient = * girl , theme = * raisin , agent = * boy ) ) )	subj_modif_main_agent_RC_agent_subj_extracted	*
The coach that ate a book rolled .	roll ( theme = * coach ( nmod = eat ( theme = book , agent = * coach ) ) )	subj_modif_main_unacc_theme_RC_agent_subj_extracted	*
The bell that a child mailed to a tiger was crumpled by a kitty .	crumple ( theme = * bell ( nmod = mail ( agent = child , recipient = tiger , theme = * bell ) ) , agent = kitty )	subj_modif_main_pass_theme_RC_dat_theme_dobj_extracted	*
A donut that Natalie sold to the girl was eaten by a boy .	eat ( theme = donut ( nmod = sell ( agent = Natalie , recipient = * girl , theme = donut ) ) , agent = boy )	subj_modif_main_pass_theme_RC_dat_theme_dobj_extracted	*
The princess that changed the cake screamed .	scream ( agent = * princess ( nmod = change ( theme = * cake , agent = * princess ) ) )	subj_modif_main_agent_RC_agent_subj_extracted	*
A cake that a penguin drew was sketched by a girl .	sketch ( theme = cake ( nmod = draw ( agent = penguin , theme = cake ) ) , agent = girl )	subj_modif_main_pass_theme_RC_theme_dobj_extracted	*
A bowl that was snapped by Emma was offered to a girl by Liam .	offer ( theme = bowl ( nmod = snap ( agent = Emma , theme = bowl ) ) , recipient = girl , agent = Liam )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
A donut that Benjamin crumpled was rented to Alexander by a girl .	rent ( theme = donut ( nmod = crumple ( agent = Benjamin , theme = donut ) ) , recipient = Alexander , agent = girl )	subj_modif_main_pass_theme_RC_theme_dobj_extracted	*
A journalist that liked Emma froze a cookie .	freeze ( agent = journalist ( nmod = like ( theme = Emma , agent = journalist ) ) , theme = cookie )	subj_modif_main_agent_RC_agent_subj_extracted	*
The frog that brought the potato to the politician liked a baby .	like ( agent = * frog ( nmod = bring ( theme = * potato , recipient = * politician , agent = * frog ) ) , theme = baby )	subj_modif_main_agent_RC_agent_subj_extracted	*
The boy that gave a dog a melon ate .	eat ( agent = * boy ( nmod = give ( recipient = dog , theme = melon , agent = * boy ) ) )	subj_modif_main_agent_RC_agent_subj_extracted	*
A host that respected that the chicken helped a raisin rolled a cake .	roll ( agent = host ( nmod = respect ( ccomp = help ( agent = * chicken , theme = raisin ) , agent = host ) ) , theme = cake )	subj_modif_main_agent_RC_agent_subj_extracted	RC_cp_V
A rose that doubled was juggled by Emma .	juggle ( theme = rose ( nmod = double ( theme = rose ) ) , agent = Emma )	subj_modif_main_pass_theme_RC_unacc_theme_subj_extracted	*
The mouse that Emma found slept .	sleep ( agent = * mouse ( nmod = find ( agent = Emma , theme = * mouse ) ) )	subj_modif_main_agent_RC_theme_dobj_extracted	*
The hamburger that was sold to Savannah by the cat was lended to Riley .	lend ( theme = * hamburger ( nmod = sell ( recipient = Savannah , agent = * cat , theme = * hamburger ) ) , recipient = Riley )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
Ava liked that a rose that Isabella served to the girl was given to Emma .	like ( agent = Ava , ccomp = give ( theme = rose ( nmod = serve ( agent = Isabella , recipient = * girl , theme = rose ) ) , recipient = Emma ) )	subj_modif_main_pass_theme_RC_dat_theme_dobj_extracted	embedded_cp_V
A lamb that loved a hat slept .	sleep ( agent = lamb ( nmod = love ( theme = hat , agent = lamb ) ) )	subj_modif_main_agent_RC_agent_subj_extracted	*
A donut that was tolerated was shortened by the child .	shorten ( theme = donut ( nmod = tolerate ( theme = donut ) ) , agent = * child )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
The girl that shortened meant that the boy laughed .	mean ( agent = * girl ( nmod = shorten ( theme = * girl ) ) , ccomp = laugh ( agent = * boy ) )	subj_modif_main_agent_RC_unacc_theme_subj_extracted	main_cp_V
The cat that liked the cracker wanted to walk .	want ( agent = * cat ( nmod = like ( theme = * cracker , agent = * cat ) ) , xcomp = walk ( agent = * cat ( nmod = like ( theme = * cracker , agent = * cat ) ) ) )	subj_modif_main_agent_RC_agent_subj_extracted	main_control_V
The cake that was liked by the squirrel was painted by the cat .	paint ( theme = * cake ( nmod = like ( agent = * squirrel , theme = * cake ) ) , agent = * cat )	subj_modif_main_pass_theme_RC_pass_theme_subj_extracted	*
The boy that noticed that the bear examined the friend rolled .	roll ( theme = * boy ( nmod = notice ( ccomp = examine ( agent = * bear , theme = * friend ) , agent = * boy ) ) )	subj_modif_main_unacc_theme_RC_agent_subj_extracted	RC_cp_V
A girl that Emma shortened painted Ava .	paint ( agent = girl ( nmod = shorten ( agent = Emma , theme = girl ) ) , theme = Ava )	subj_modif_main_agent_RC_theme_dobj_extracted	*
The donut that the tourist cleaned was rolled by Emma .	roll ( theme = * donut ( nmod = clean ( agent = * tourist , theme = * donut ) ) , agent = Emma )	subj_modif_main_pass_theme_RC_theme_dobj_extracted	*
The girl that the lamb liked was promised a donut .	promise ( recipient = * girl ( nmod = like ( agent = * lamb , theme = * girl ) ) , theme = donut )	subj_modif_main_pass_recipient_RC_theme_dobj_extracted	*
